mutual,tweet1,type1,tweet2,type2,tweet3,type3,tweet4,type4,tweet5,type5,tweet6,type6,tweet7,type7,tweet8,type8,tweet9,type9,tweet10,type10,rated,p1,c1,p2,c2,p3,c3,p4,c4,p5,c5
BonJovi,New Hampshire state lawmakers voted against a bill crafted by fourth graders to make the New Hampshire State...,tweet,BREAKING: We did it! The Senate just voted to protect #NetNeutrality. But our work isn't over. It's time to take the vote to the House.,retweet,BIC has donated 2.5 Million writing instruments to schools in need during the company's 2022 Global Education Week. Help them reach their goal of 3M donations by liking or re-sharing their social post! #BICCauseWeCare #bicpartner,tweet,Just saw Liliac is one of the bands videos submitted for Jovi tour They are awesome!!! Wish we could vote,reply,"I just earned 40 Swag Bucks for completing the Survey on the Economy, Personality, and Attitudes task on...",tweet,President Obama suggested that it is time to make voting mandatory. Do you think that voting should be mandatory?,tweet,Project # 2 - Social Issues for the Mad Men DVD/Blu-ray Contest has arrived!,retweet,I just took action &amp; told my members of Congress to #LiftTheBan on U.S. crude oil exports! Join me:,tweet,"Strap on your fanny packs, your fave 90s drink is turning 30! 🥳 Post a pic of you from the 90s using #ShowUsYour90s + #PepsiSweepstakes for a chance to be 1 of 300 to win Crystal Pepsi. No Purch. Nec. Ends 1/6/22, 9am. 50 US/DC res only, 18+ (19+ in AL/NE). Not Avail. Retail",retweet,69% of U.S. parents believe their kids need a college degree or more to achieve the American Dream. Agree or...,tweet,0,,,,,,,,,,
BoomingEncore,"Donald Trump, Hillary Clinton or the Dali Lama? It’s Not The Messenger That Matters to The Markets",tweet,Boomers are considering #retirementdestinations where they can live well. Learn the states that offer lower tax rates by not taxing pension or Social Security income as well as the most affordable counties for #retirement #retirementplanning,tweet,GOP’s Frictions are Impacting Timing and Magnitude of Trump Plans,tweet,U.S. Dollar Plummets – President Trump Says Gains Will Hurt America,tweet,"Considering the rise in social security scams, be aware of smart strategies to keep your personal information out of the hands of criminals who want to exploit the government and seniors. #socialsecurity #socialsecurityscams #avoidscams",tweet,Trump Apes Argentina Strategy: Bad For Vanguard Long-Term Bond ETF (BLV)?,tweet,Breaking Bond News: Long-dated UST Yields Edge Higher on Trump Promise,tweet,President Trump Goes Too Far and Twitter Bites Back (NYSE:TWTR),tweet,"Most seniors who are already taking their social security benefits will be automatically enrolled in Medicare Part A. But, what does Medicare Part A cover and how do you enroll in it? #medicare #healthcare #seniorhealth #seniorliving #babyboomers",tweet,Trump Immigration Ban Blasted by Tesla (TSLA) and Apple (AAPL) CEOs,tweet,0,,,,,,,,,,
Bukshizzle,"It appears that Jussie Smollett tried to manufacture a hate crime to make Trump supporters look bad and most of the media not only uncritically accepted his lies as facts for weeks, but attacked those who questioned the validity of his false story.",retweet,"@POTUS Economy has got worse. Higher utilities, gas, groceries, inflation.",reply,@thehill I thought she left the country when trump was here?,reply,Our justice system has failed so many adults in recent years such as &amp; . We cannot now allow this flawed system to fail an innocent 17- year old boy who is a political prisoner. We need a public outcry and support for Kyle.,retweet,@FoxNews This is different than when Trump did it?,reply,I find it so amusing that a person can have exactly what theyre looking for right in front of their face yet still continue to search for it,retweet,COME ON STIMULUS I GOT THE BODYWASH UPSIDE DOWN WIT A LIL WATER IN IT🤣🤣🤣,retweet,Help &amp; stop #rhino poaching in Kenya with network of next generation cameras. Vote now:,retweet,The best part of a presidential election is the reasonably priced gas that always mysteriously shows up right before.,retweet,"For 30 years The Insane Clown Posse has constantly spoken up against the social injustice and pure evil that spreads across the globe. Check out our brand new ""FUCK YOUR REBEL FLAG"" Spotify Playlist and prepare to be WOKE!",retweet,0,,,,,,,,,,
BuzzPatterson,Biden’s final pitch to the American people before the election is that a nudist communist illegal alien who attacked Paul Pelosi is basically the same thing as the Jan 6th “insurrection” and it’s all Trump’s fault Biden is a moron and his party deserves its imminent humiliation,retweet,"Twittergate: 63% want FBI ‘censorship’ of social media investigated @Rasmussen_Poll “Every political category — 52% of Democrats, 75% of Republicans, and 63% of unaffiliated voters — believe Congress should investigate.”",retweet,"If Trump is the nominee in 2024, I’d still vote for him over a Democrat, but pretending he’s the best option for us right now, especially given his pointless attacks on other Republicans during a midterm election, is just silly and cultish. We can do better.",retweet,"I love all the cosplayers pretending to care about the constitution for the last 40 years. Trump is a product of your methods not the symptom. And the other half of America is so constitutionally-minded, they voted for Biden! So wipe that year, let’s raise a glass &amp; have a cigar!",retweet,"BREAKING: In the 2022 election, Republicans have taken the lead in Florida early voting, including mail-in and in-person 🔴814,652 Republicans 🔵807,311 Democrats ✅Republicans lead Democrats by 7,341",retweet,"The GOP has lost the popular vote in 7/8 of the last presidential elections... We’re behind the times. And we have to be honest with ourselves. Joe Biden turns 80 years old tomorrow. Happy birthday, Mr. President—but it’s time for a younger generation to lead. #RJCinVegas",retweet,"PETITION 👉 Tell the Republican Senators Who Voted for Gay Marriage: There's Time to Change Your Mind! If your senator is on this list, contact him/her now using this form to urge him/her to reconsider and vote no!",retweet,"@elonmusk Thank you, Elon. I'm absolutely voting Republican tomorrow. I don't want a nuclear war with Russia. I don't want higher taxes. I don't want a government that chooses to help everyone else, except Americans.",retweet,"@gregkellyusa Obama &amp; The Hill knew they were in the cat birds seat politically. Can we afford to be that cocky? When Mr. Trump seems to be all set to reproduce, in GA, his voter suppression/disruption act from '21? How about at least acting like we're in synch? Fake it tell ya make it!",reply,"Nancy Pelosi's classless act of ripping up President Trump's SOTU speech defines her dishonorable legacy as Speaker. Nobody is more responsible for the polarization of US politics. Her lies, vicious smears, pious hypocrisy and corrupt personal enrichment top off a shameful tenure",retweet,0,,,,,,,,,,
ByVarunShankar,"Final: Bruins beat the Senators, 3-1. Boston has now won four games in a row.",tweet,"The Bruins will honor David Krejci for reaching 1,000 career games with a pregame ceremony on Monday, Feb. 20 — ahead of Bruins-Senators.",tweet,"Final: Bruins fall to the Senators, 7-5. That was ... something. Boston is 3-1-0 on the season.",tweet,"Plenty of taxing D-zone shifts for Orlov tonight. Just 25% of his faceoffs were set in the offensive zone. And his top matchup on the ice was against McDavid (8:42 5v5 ice time). Still, Boston held a 12-6 edge in scoring chances during Orlov's 17:49 of 5v5 reps.",tweet,"Bergeron on the Miller signing: ""The culture we built here goes against that type of behaviour. We’re a team built with character and character people. What he did is unacceptable and we don’t stand by that. In this locker room, we are all about inclusion, diversity, respect.""",retweet,"""He helps us be who we are."" David Pastrnak is poised to make at least $11 million per year — if not more — with his next contract. And he'll be worth every penny for the Boston Bruins. For :",tweet,"""He helps us be who we are."" David Pastrnak is poised to make at least $11 million per year — if not more — with his next contract. And he'll be worth every penny for the Boston Bruins. For :",retweet,The Lions are now 0-for-6 on fourth down against the Patriots today. That is not a typo.,tweet,"After not meshing together in some extended minutes last season, Taylor Hall and Charlie Coyle have been very effective together this season on the third line. Not a lot of teams can roll out a guy like Hall down on the third line.",tweet,"""From my standpoint, it's a hockey operations decision. We can control what we can control. Hopefully there's some growth and change. If it's the same 14-year-old that would be walking into this locker room, he wouldn't be accepted, wanted, or welcomed in this locker room.""",retweet,0,,,,,,,,,,
CA_Hawthorne,"📌GREAT NEWS: Democrat Mary Peltola, a former state lawmaker who is Yup’ik, and who would become the first Alaska Native in Congress if elected, is currently LEADING Sarah Palin in the state's ranked-choice voting. Stand by ... NYT, photo",retweet,"Biden has it right. If we lose the House &amp; the Senate in November, Republicans will pass a nationwide ban on abortion. That means Democrats must fight for every seat.",retweet,Democrats are setting up an active shooter alert system because mass shooting survivors taught us how critical real-time info can be. 168 House Republicans said NO to our Amber alert-type warning. They think their political survival trumps our kids' survival — they’re wrong! -NP,retweet,"The U.S. Supreme Court made it easier to own a gun, gave cops the ability to not read Miranda Rights, gave religious schools public funding, and overturned Roe v Wade after 50 years of precedence. Welcome to conservative America. Never vote Republican again.",retweet,"When Republicans have power, they ban abortion, cut billionaires’ taxes and attack LGBT Americans. When Democrats have power, they add jobs, fund veteran care, bring manufacturing home, protect the climate and defend reproductive rights. Which do you think is better for America?",retweet,"If MAGA-Republicans win Congress they’ll fight for Donald Trump. If Democrats win Congress, we will fight for you. That’s what’s on the ballot.",retweet,Why are the Republicans purging hundreds of thousands of voters in Florida and Texas? Why do we still have voting machines that can be hacked with no paper trail? Why won’t the Trump admin spend needed money on election security?,retweet,"Biden's assertion that Trump and extremist Republicans pose a threat to American democracy is, undeniably, true",retweet,"Fuck this illegitimate SCOTUS. Fuck the Republican party that enabled this. And if you don't care that this decision makes women second-class citizens, fuck you too. We don't have the luxury of time--we need to fight NOW. It's Democrats vs. Fascists in 2022. Vote accordingly.",retweet,All 50 Republican Senators opposed a House-passed bill to enshrine a woman’s right to choose the size and timing of her family into law. 49 Democratic Senators sided with a 75% supermajority of the American people who support #RoeVWade. Organize now — and remember in November.,retweet,0,,,,,,,,,,
Canadiancentri2,"After all of those years of Republicans claiming that if we elected Obama, he would declare martial law, what do they have to say now that Donald Trump actually did declare martial law? I said it once and I’ll say it again. This is how Hitler happened. #MARTIALLAW",retweet,"Republicans who stole Supreme Court seat &amp; confirmed another justice 8 days before election when 65 million had already voted, then tried for 2 months to overturn a free &amp; election that culminated in violent coup, don't get to lecture Dems about unity, healing or democratic norms",retweet,@POTUS TN's governor Bill Lee is trying to have us put to death for not being exactly like him. He is refusing federal help over and over to make a show of supporting Trump. Someone must stand up and stop him before they put chains on us and its too late. I'm losing hope.,reply,#PresidentialDebate #Debate2020 Trump said Biden called African Americans super predators..wtf that was Clinton. Did anyone else catch that?,tweet,I love Finneas. And a lot of us are voting for Biden because not voting is a vote for Trump 🤷🏽‍♀️,tweet,The only controversy about Biden saying 10-15% of Americans are bad people is he’s way too low in his estimate. The Trump base is at least 35%. Fuck every single one of them.,retweet,"If Senate Republicans fail to convict Donald Trump, it won't be because the facts were with him or his lawyers mounted a competent defense. It will be because the jury includes his co-conspirators.",retweet,Trump told white supremacists to “stand by” tonight. Please please please please please get yourself to the polls and cast your vote. Don’t let Trump steal this election by discounting mail in ballots. Be there. Vote. It could be your last chance,retweet,The Senate shouldn't vote until the American people do.,retweet,"President Trump’s decision to leave the during a global pandemic alienates our allies, undermines our global leadership, and threatens the health of the American people. Trump needs to reverse this reckless decision immediately.",retweet,0,,,,,,,,,,
CarolineWood68,"Tune in now to hear President Joe Biden discuss today's deadly attacks in Afghanistan. Listen live at 92.3 FM, our app or online.",retweet,"Agree with this article entirely. I have friends in Russia, and they are so apolitical, like most of their citizens. I used to think it was great, considering how toxically immersed in politics we Americans have gotten - but this is the other side of the coin I didn't consider.",quote,"Slight #Ozark Spoiler for Ep 1 of the new season - if you're wondering who the rapper is that Ruth is talking about New York State of Mind by Nas is, it's Killer Mike - who's a member of the duo Run The Jewels - who's song is used in the finale of Season 3 during THAT Helen scene",tweet,"I'm done listening to any Disney slander from Star Wars fans - if you don't like the Sequel Trilogy, that's fine, but after Galaxy's Edge, The Mandalorian, Clone Wars final season, Bad Batch, Book of Boba, and this Obi Wan trailer I couldn't be happier that The Mouse is in charge",tweet,"I hope arrangements can be finalized quickly to keep the Yotes in AZ! First thoughts are Footprint Center, but I'm not sure if it's ready to bring hockey back after renovations. Then Tucson Convention Center - but the Roadrunners and Arizona Wildcats both play there already.",quote,"Spain vs USA in Men's Basketball - Spain is the home country to arguably the 2nd best pro hoops league in the world behind the NBA, and with the exception of Rubio and Pau, most of these guys have been in that league for most their careers. This is going to be a fight. #Tokyo2020",tweet,"@washingtonpost So amazing, the people who cared for him on the field and in the hospital are absolute heroes - they saved a life. The best part of life is realizing that people can be so incredible!",reply,"Just saw the #CaneloPlant press conference, and if that's a preview of fight night, Canelo is going to put Plant down early. Canelo dodged the left Plant threw, and landed a 1-2 counter before Plant even knew what happened.",tweet,"And here's what's wrong with the whole thing. These guys are Hall of Fame talent, but now their fate lies with the Committee and I don't like the odds.",quote,"If Denver doesn't take Fields at 9, there will definitely be smoke to the Aaron Rodgers to Denver fire - and it will also make the Cowboys 10 pick very interesting. Draft Surtain - or entertain trade calls for teams looking to jump in front of New England.",tweet,0,,,,,,,,,,
CarrejoDominic,"We now live in a country where most the Republicans and Democrats in Washington D.C. care more about Ukraine than the USA. These out-of-touch neocon warmongers have no idea how pissed off the American people are over their Ukraine first, America last bullshit.",retweet,"Biden: liar, pedophilic tendencies, horrible father, cheats on his wife, cares only about Ukraine, will not be re-elected President Trump: loves America, great father, excellent president, big heart, will be president again",reply,"Are you crazy? Of you are, you’re a leftist. The biggest story is the FBI and the MEDUA covered up the Hunter Biden story, because THEY KNEW, Biden wouldn’t win. The election was stolen. Trump was right AGAIN.",tweet,"No. Biden goes to continue the Ukraine grift, Trump goes to Ohio to see what can be done. Biden does not care about Americans",reply,@joncoopertweets Not a threat. Do you even know what a threat is? Here’s a real threat. Biden attempting to harm 70% of the country because they like Trump.,reply,"The Democrats have settled on their closing argument: ""Vote for us so that we can castrate children, use your money to pay for abortions, and put pornography in the schools. If you don't vote for us then you are a Nazi and democracy will die."" Fascinating political strategy.",retweet,One thing is clear: Republicans in congress are more aligned with Democrats than their voters.,retweet,@GeraldoRivera Be quiet. At least half the country cares. Stop telling us what to think or believe. There is no way they can go after Trump now without going after Biden. None.,reply,"He was/is hated, but it has zero to do with him being 1/2 black. Trump had more Hispanics and blacks vote for him then any republican nominee before him. He is anything but racist. Obama was the biggest racist President in history",reply,@catturd2 @POTUS Donald Trump did make our lives better. America first is the most important Political statement anyone can make. The Biden regime believes America last. Everything in America is last to him he’s done,reply,0,,,,,,,,,,
CassieNervosa,@POTUS And republicans actually believe that an appeal in the senate magically means Trump is no longer impeached...like magic..😂,reply,"Our response to Mr. Trump's inauguration has to be to fight back for economic, social, environmental &amp; racial justice. We're not giving up!",retweet,"Lone cyclist responds to @POTUS motorcade shortly after departing Trump National Golf Club in Sterling, Va. (Photo: /)",retweet,"Stop using Trump's framing about the ""opening the economy."" Here's what he is really doing: - going against the advice of medical experts and local officials - forcing workers to choose between their health and a paycheck - Repealing CDC guidelines with no plan",retweet,"Obama decided last year to let trans people serve openly, effective July 1. Trump delayed the implementation, now reversing the policy.",retweet,"I hear you, Sanders supporters who plan to vote Trump. One time I asked for Coke but they only had Pepsi, so I set fire to my head.",retweet,"My brother hates Obama yet he's so pro-Trump, he posted a video from 2008 of him campainging against her. Makes no sense.",tweet,"""Trump 2020. Make the liberals cry again."" Oh whoops. Seems like your car mysteriously caught fire there, bud.",tweet,How Donald Trump handles protesters vs how Barack Obama handles protesters. via @YouTube,retweet,"@danpfeiffer Why Trump wants the country to ""reopen"" ASAP: His properties are losing $1 million a day. He hasn't golfed for five weeks. He hasn't held a rally since March 2.",retweet,0,,,,,,,,,,
CasuallyGreg,"DESANTIS RESPONDS TO TRUMP ATTACKS: ""I roll out of bed, I have people attacking me from all angles [...] In my case, not only did we win re-election, we won with the highest percentage of the vote than any Republican governor candidate in the history of the state of Florida.""",retweet,"President Trump outlines his new education plan, which includes: ➡️ Eliminating federal funding for schools that push critical race theory or left-wing gender ideology. ➡️ Direct elections of principals by the parents. ➡️ Banning men from women's sports.",retweet,"If re-elected, Donald Trump says he will sign an Executive Order on his first day of presidency that orders federal agencies to cease all programs promoting medical procedures for trans Americans, “at any age.”",retweet,"Social media sites banned Trump for promoting the idea that the election was stolen. Not for sending threats to anyone. Not for posting lewd or obscene material. But for expressing a belief he had. We gotta stop lying to ourselves about this ""free speech"" stuff. Lol",retweet,"WATCH: President Trump promises to dismantle the deep state. ""We will use every tool at our disposal to defend election integrity, and we will dismantle the illegal censorship regime and bring back free speech to America.""",retweet,"“We’re going to reverse every single crisis, calamity, and disaster that Joe Biden has created and bring safety, prosperity, and prestige back to America.” - President @realDonaldTrump Watch Our Coverage Of President Trump’s SC Speech here:",retweet,"TRUMP: I want to do the right thing for the American people, and to be honest, secondarily, I want to do the right thing for the world. Don’t forget, we're a very powerful nuclear country, and so are they [Russia]. There's no upside.",retweet,"Not gonna lie…President Trump must REALLY love this country. If I were a 77-year-old, multi-billionaire who spent the last decade being slaughtered and slandered by the media, the last thing on my mind would be to run for presidency and try to save America—again.",retweet,Donald Trump says if he is re-elected he will bring back public executions and air them on live TV. Do you support this?,retweet,"110,236 Americans died from Fentanyl OD’s in 12 months per @FBI says 455 Americans were killed with a rifle in 1 year and not all were AR-15’s. @FBI says 662 were killed with hands, fists or feet during that time period. Democrats only discuss 1 of these. Why?",retweet,0,,,,,,,,,,
ChandMasih5,"Thank God there are NO elections or politics in Heaven. Jesus is not a Republican nor a Democrat. The government shall be upon his shoulder: His name shall be called Wonderful, Counselor, The mighty God. King of Kings &amp; Lord of Lords. We owe our ultimate allegiance to Him alone.",retweet,"Thank God there are NO elections or politics in Heaven. Jesus is not a Republican nor a Democrat. The government shall be upon his shoulder: His name shall be called Wonderful, Counselor, The mighty God. King of Kings &amp; Lord of Lords. We owe our ultimate allegiance to Him alone.",retweet,We are citizens of heaven governed by God Almighty so we fear not but praise Jesus Christ in every situation because no matter what our redeemer is coming back !amen,retweet,"2 in the Down the Lane series ""If Chris is put on the shelf, you need to step up and lead the war against the Knights MC."" ""Flash, we'll be breaking the biggest rule. I'm not even a member."" ""What rules? We're fucking gangsters. We broke every rule to get here.""",retweet,Pakistani student Adil Rahoo has become the first-ever international and Pakistani student to have been elected as the president of Glasgow Caledonian University,retweet,"Both coward morons are now behind the bars, they are nasty scars on the face of humanity particularly Pashtuns, they beat up their mother &amp; sister with helmet &amp; hammer brutally when they demanded their due rights. This is sad state of woman in our society.",retweet,"Two weeks before the pandemic started, the government (NIAID) and MODERNA signed a confidential agreement regarding COVID VACCINES, how did they know!!?? Anthony Fauci has to answer some questions! #vaccine #vaccineinjury #vaccinedeaths",retweet,"Those who are born again from incorruptible seed being are new creatures in Christ, dead to sin. We are the righteousness of God through Christ. God does not see us as sinners, rather as joint heirs with Jesus Christ...his children holy temples for his Spirit.",reply,"It's not much to ask for. I want solid healthcare, some nice roads and infrastructure, world class education, good social services, and a safety net for those less fortunate. You know, all the stuff that we pay taxes for. Not subsidies and tax breaks for the rich.",retweet,"Lord we pray for those who are set against us as foes to do us harm in any way🇺🇸🌏🕊🙋🏼‍♀️we seek Your counsel🙏Your Mighty Right hand 😎🤓show us the way! Isaiah 🎺🙏TPT 32:18 My people will live free from worry in secure, quiet homes of peace.",retweet,0,,,,,,,,,,
ChieGuevara,The U.S. stock market's reaction to Trump cutting off stimulus talks with the Democrats until after the election...,retweet,"BREAKING: A Trump advisor told the WI GOP that “Traditionally it’s always been Republicans suppressing votes in places”—&amp; ""It’s going to be a much bigger program, a much more aggressive program, a much better-funded program"" in 2020. Give to fight back:",retweet,"I support Congress overriding Trump’s veto on the bipartisan Yemen War Powers Resolution. We must put people over politics, do what is right, and stop supporting this war.",retweet,STATE OF PLAY: Republicans won't support a stimulus bill for American workers unless Steve Mnuchin gets a $500 billion slush fund that he can (secretly) distribute to pretty much any company he wants,retweet,"No mail. No healthcare. No jobs. No free or fair elections. Banned from the rest of the world. Our taxes blown on giveaways to corrupt corporations and institutions. Police violence against anyone who challenges this arrangement. We’re living in a failed state, no doubt about it.",retweet,Why aren't Trump's poll numbers better given how good the economy is? 60% of Americans believe the economy mainly benefits the rich 81% of Dems believe that 66% of Independents belief that And 32% of Republicans believe that via,retweet,"In interviews, Biden has response: He doesn't want to ""defund police,"" Trump's budgets would have done just that. But that message isn't in TV ads, which are 99% covid. And punditry in June was wrong about how unrest would play. (It hurt Trump.)",retweet,"The 2nd Circuit Court of Appeals has ruled that the Civil Rights Act of 1964 bans anti-gay workplace discrimination. The decision rebukes the Trump admin, which had argued against a gay worker in the case.",retweet,"The owner of an old Kenosha camera shop refused to pose with Trump, saying Trump was using him and his shop for political gain. So Trump had the former owner of the shop pretend to be the current owner for a photo op.",retweet,BREAKING: will pull events from states with anti-trans bills: “Our clear expectation as the Association’s top governing body is that all student-athletes will be treated with dignity and respect.” I hope every state currently discussing these bills takes notice 💸💸💸,retweet,0,,,,,,,,,,
ChrisEgan5,"@ProjectLincoln I wonder if the #MAGA crowd understand that they can eliminate Trump's biggest competition in 2024 by voting for , or leaving the governor question blank, and not Ron DeSantis? Ron takes the L and his POTUS ambitions go poof.",reply,"I'm imagining Trump after a GOP '24 primary if the Republican electorate decide Trump is an albatross on the party &amp; they go in a different direction. I assume Trump would then become a GOP arsonist in the general, seeking revenge against any and all who thwarted him, see GA '20",reply,most Republicans I would argue do not vote in their financial interests... as Trump once acknowledged.,reply,Trump's fat-wahhh against anyone in Congress who voted to impeach him.,reply,"@MollyJongFast McCain on the right in 2008, Trump on the right in 2021 vs Obama on the left in 2008 and Biden on the left in 2021. The meme in that reality could only be the viewed when aided by psychedelics.",reply,"@chrislhayes has emphasized that point, so it would be wise to always refer to Trump during broadcasts as ""2020 election loser Donald Trump"" or ""two time popular vote loser Donald Trump"". Loser followed by TFG's name is effective and accurate branding.",reply,"@piersmorgan I assume was able to take advantage of Trump's already bad but weakened debating skills, with the TFG cocooning himself post 1/6 to conservative media outlets that rarely challenge anything he has to say. GOP not wanting 2024 debates acknowledges that deficiency.",reply,"The only way to save democracy is to vote for Democrats in the fall. That may sound hyperbolic to some – but that’s precisely the problem. Like so many Ukrainians before Feb. 24, most Americans remain in denial about the threat to our country.",retweet,"@RonFilipkowski limited government until a Democrat is in the White House, then they expect POTUS to be Master of the Universe, injecting himself into every aspect of our lives and coming to the rescue somehow, some way, superhero style, no matter the importance, private sector issues or not.",reply,"Katie Hobbs hit a sore spot with #MAGA, with #ArrestKatieHobbs trending, after asking for an ethics review of Mark Brnovich, who concealed a report he launched that debunked 2020 election fraud claims. Mark didn't want to upset Trump's fragile ego &amp; will soon be disbarred #ettd",tweet,0,,,,,,,,,,
CremeForce,"This is why Democrats try so hard to portray Republicans as people who want to eliminate all LGBT people, remove all taxes ever, and actual nazis. Because they want the ""well at least they're not nazis"" vote since they can't get the actual ""i trust them to do what they say"" vote",reply,"Assuming you're not American because yes. Haven't you seen those posts from people saying ""I voted for Biden because Republicans want me dead""?",reply,"Honestly it seems like people forget that the Republican party didn't even exist until around 80 years after the country was established. A vote for a party that isn't Dem or GOP is just that. Nothing more, nothing less.",reply,Those are the kind of people who said they would move to Canada if trump got elected but didn't.,reply,"I'm sorry, could you provide a source for that? In the last 4 years I don't remember Trump installing a dictatorship or creating concentration camps (the border camps existed under Obama, so no that doesn't count)",tweet,I really hope so. I keep seeing people I thought were reasonable unironically state that JK Rowling directly kills trans people by existing. It's a repeat of Trump hysteria during that election and it's tiresome.,reply,Kind of reminds me of trump getting elected tbh. People crying and shitting themselves over a Harry Potter game wasn't something I expected tbh,reply,"Saying One Piece is anti-government is projection at best. Luffy beats up anyone who hurts his friends. Regardless if they're marines or other pirates. Not to mention times they help the government of the island or work with marines (Alabasta, Punk Hazard, Zou, etc).",reply,Unfortunately being right isn't enough for people to not state their disapproval of Trump any time he says something.,reply,I'd say it's more like Republicans have standards that aren't good and Democrats have no standards at all.,reply,0,,,,,,,,,,
DLgodlessbitch,In 1938 democrats controlled 80%(!) of the house of representatives &amp; the senate. When Americans got a little taste of social democracy they elected the same dude 4 times! We act like politics will always be roughly 50/50 but that's only if you don't materially improve lives,retweet,"Republicans have never not been hypocrites. The same ilk groaning about stimulus for the people, crying ""Socialism!"" are over the moon for corporate ""bailouts"".",reply,"Do not let @BernieSanders drop out. We need him to fight for every damn vote. If we want to defeat Trump and enact policies of reform, we must go to a contested convention. We didn't get involved in the political process to let the establishment steal our votes.",retweet,"Today, I filed a lawsuit against Donald Trump for engaging in years of financial fraud to enrich himself, his family, and the Trump Organization. There aren't two sets of laws for people in this nation: former presidents must be held to the same standards as everyday Americans.",retweet,"In the past, Republicans used budget reconciliation to pass massive tax breaks for the rich and large corporations with a simple majority vote. As the incoming Chairman of the Budget Committee, I will fight to use the same process to boldly address the needs of working families.",retweet,"Republicans are busy plotting and organizing their next assault, Democrats are coming up with all of the reasons why they can't do anything.",retweet,"In order to codify Roe in to law, we must elect two more senators and abolish the filibuster. We’re an account completely dedicated to just that. Do us a favor: RT this and follow us here if you’re 100% committed to EXPANDING the Senate majority in 2022!",retweet,"We have a chance to actually elect someone who will tenaciously fight for us. Someone who wouldn't even consider putting Wall Street executives in his Cabinet. Someone who has spent decades fighting for what's right, even if it wasn't politically popular. #NotMeUs",retweet,Rant about how the Democrats are leaning extremely middle-right and how genuine lefties are a dying breed in politics.,reply,This ignores 50 years of Democratic thumb twiddling on Roe v Wade. This is not the failure of voters. This is the failure of Democratic leadership and their inaction. The people you are voting for do not represent your interests. This is a problem nobody wants to acknowledge.,reply,0,,,,,,,,,,
DailyBukowskiTw,There is a bill in the Senate that would stop Trump's policy of separating immigrant children from their parents at the border. There are currently 43 Democratic co-sponsors and ZERO Republicans. Every single Senator who is not a sponsor needs to confronted about it Let's go,retweet,Donald Trump and Republicans just celebrated voting to let thousands of Americans die so that billionaires get tax breaks. Think about that.,retweet,"Biden, slamming Trump's bogus claims of fraud and GOP lawmakers who backed Texas lawsuit, notes his election win survived Supreme Court challenge: ""Now it's time to turn the page... to unite, to heal.""",retweet,Images of members of Congress who have enabled Trump during this pandemic getting vaccinated before Americans receive covid relief shows just how deformed Washington has become.,retweet,"Wait a minute, wait a minute--did Trump just basically endorse an alleged child molester because he's a conservative and will vote for his tax bill?",retweet,"""If public opinion does not demand change in Congress, it will not change."" - President Obama on...",tweet,"Okay, Republicans. How much longer are you going to let this farcical “presidency” continue? At a time of such political, economic, and geo-strategic turbulence—both nationally and globally—are you waiting for a catastrophe to happen before acting? Disaster looms!",retweet,"All politics aside, the Trump administration reminds me of that Tom Arnould movie, THE STUPIDS. Really, you guys, this is embarrassing.",retweet,Donald Trump has spent years peddling lies about President Obama. And that didn't stop today.,retweet,"I hope our Government will condemn far-right retweets by Donald Trump. They are abhorrent, dangerous and a threat to our society.",retweet,0,,,,,,,,,,
DannieD01,"Democrats are trying to pass legislation to reduce inflation, prevent a national depression, and help Americans get a handle on their personal finances, but Republicans are voting against it. Want to cripple the economy? Then vote Republican, by all means!",tweet,"@StephenM Republicans will take away Social Security and Medicare, leaving 66 million vulnerable Americans with no safety net. VOTE DEMOCRAT.",reply,"There are fifty Republican US Senators, and not one is willing to cross the aisle to vote to help American families. Not one.",retweet,"The Texas GOP platform: —Demands a referendum on secession —Declares homosexuality is “an abnormal lifestyle choice” —Claims that President Biden ""was not legitimately elected"" —Calls for the abolishment of the Voting Rights Act This is @DanPatrick's agenda. We must beat him.",retweet,"The people who should be watching this won't, but even if they were watching, it wouldn't matter. It's not like they *believe* Trump won, it's that they don't care and don't give a damn about the Constitution or elections or the rule of law. They just don't care.",retweet,"Discouraged by the poor messaging by Democrats. Hate to say it, but Dem voters needed to be scared into voting because they'd lose something essential. If Dems had focused on the Republican plan to cut Social Security/Medicare, they could have Mopped. The. Floor w/ opponents.",reply,"Russia calls for its ""partner Trump"" to be installed as President. Trump calls for Russia to help him politically. All this while Russia commits war crimes through a brutal, unprovoked invasion of another democratic nation. This is the leader of the Republican Party.",retweet,Andrew Yang just said the FBI searching Trump’s home “seems political.” Yang also said this will “ensure” Trump gets re-elected in 2024. Andrew is actively spreading GOP talking points. He’s doing Fox News’ bidding for them. I’ll say it again: Andrew Yang sides with the Fascists.,retweet,"Um, the Republicans are running on cutting Social Security &amp; Medicare. It’s criminal to lie to these voters and trick them into voting against the only safety net they have! #GOPLies #VoteBlue for #SocialSecurity #Medicare",reply,The GOP refusing to raise the debt limit to pay Trump’s bills—while gaslighting the nation into thinking it’s somehow Biden’s fault—should tell you everything you need to know about their descent into performative politics. They don’t represent the people of the United States.,retweet,0,,,,,,,,,,
