mutual,tweet1,type1,tweet2,type2,tweet3,type3,tweet4,type4,tweet5,type5,tweet6,type6,tweet7,type7,tweet8,type8,tweet9,type9,tweet10,type10,rated,p1,c1,p2,c2,p3,c3,p4,c4,p5,c5
JeopardyGuesser,"Republicans: It’s Joe Biden’s baby formula crisis! Why aren’t Democrats doing more?! ***@HouseDemocrats hold vote to fund more baby formula*** @HouseGOP: NAY!!!!!! ———————————— Hi Republicans, we’re getting shit done to solve problems. What’s your job?",retweet,Not sure why Republicans are acting so shocked by Cawthorn’s alleged revelations about their party. One of their members is being investigated for sex trafficking a minor and they’ve been pretty OK w/ that. They issued more consequences to members who voted to impeach Trump.,retweet,Always pay attention to the story behind the story. Republican operatives are using Kanye West as part of the Trump re-election strategy. They don’t care about him or his mental health. They care about diverting Black voters and creating a new Jill Stein.,retweet,"On behalf of my dad who doesn’t understand Twitter. He voted Republican every election until 2016 when he voted 3rd party in New York. Recently, he moved to swing state, NC and will enthusiastically be voting for Biden. I’m so proud of him ❤️❤️ #LincolnVoter",tweet,"Scientific American has never endorsed a presidential candidate in our 175-year history—until now. The 2020 election is literally a matter of life and death. We urge you to vote for health, science and Joe Biden for President.",retweet,The conservative SCOTUS members have got to be considering that a decision favoring Trump will also benefit any Democratic POTUS going forward. #rachelmaddow #maddow #SCOTUS #TrumpTaxReturns,tweet,I have reasons to believe a higher percentage of Republicans will break for Biden or vote third party than the other way around. Maybe not by a large percentage but it’ll make a difference.,reply,"@JudiciaryGOP This tweet is a stark reminder that the GOP is a brand, not a serious governing party. They like celebrities &amp; the free marketing. But the GOP brand isn't law &amp; order or conservatism. It's what Kanye, Elon, Trump now represent: anti-Semitism, racism, propaganda for war criminals.",retweet,Let’s vote against babies getting baby formula to make Biden look bad” -Republicans,retweet,I’m blocking anyone who isn’t aggressively anti trump untill election is over - sorry no time for your BS,retweet,0,,,,,,,,,,
Jerrybraden92,New Hampshire state lawmakers voted against a bill crafted by fourth graders to make the New Hampshire State...,tweet,BREAKING: We did it! The Senate just voted to protect #NetNeutrality. But our work isn't over. It's time to take the vote to the House.,retweet,BIC has donated 2.5 Million writing instruments to schools in need during the company's 2022 Global Education Week. Help them reach their goal of 3M donations by liking or re-sharing their social post! #BICCauseWeCare #bicpartner,tweet,Just saw Liliac is one of the bands videos submitted for Jovi tour They are awesome!!! Wish we could vote,reply,"I just earned 40 Swag Bucks for completing the Survey on the Economy, Personality, and Attitudes task on...",tweet,President Obama suggested that it is time to make voting mandatory. Do you think that voting should be mandatory?,tweet,Project # 2 - Social Issues for the Mad Men DVD/Blu-ray Contest has arrived!,retweet,I just took action &amp; told my members of Congress to #LiftTheBan on U.S. crude oil exports! Join me:,tweet,"Strap on your fanny packs, your fave 90s drink is turning 30! 🥳 Post a pic of you from the 90s using #ShowUsYour90s + #PepsiSweepstakes for a chance to be 1 of 300 to win Crystal Pepsi. No Purch. Nec. Ends 1/6/22, 9am. 50 US/DC res only, 18+ (19+ in AL/NE). Not Avail. Retail",retweet,69% of U.S. parents believe their kids need a college degree or more to achieve the American Dream. Agree or...,tweet,0,,,,,,,,,,
JesseKIRO7,"@ProjectLincoln I wonder if the #MAGA crowd understand that they can eliminate Trump's biggest competition in 2024 by voting for , or leaving the governor question blank, and not Ron DeSantis? Ron takes the L and his POTUS ambitions go poof.",reply,"I'm imagining Trump after a GOP '24 primary if the Republican electorate decide Trump is an albatross on the party &amp; they go in a different direction. I assume Trump would then become a GOP arsonist in the general, seeking revenge against any and all who thwarted him, see GA '20",reply,most Republicans I would argue do not vote in their financial interests... as Trump once acknowledged.,reply,Trump's fat-wahhh against anyone in Congress who voted to impeach him.,reply,"@MollyJongFast McCain on the right in 2008, Trump on the right in 2021 vs Obama on the left in 2008 and Biden on the left in 2021. The meme in that reality could only be the viewed when aided by psychedelics.",reply,"@chrislhayes has emphasized that point, so it would be wise to always refer to Trump during broadcasts as ""2020 election loser Donald Trump"" or ""two time popular vote loser Donald Trump"". Loser followed by TFG's name is effective and accurate branding.",reply,"@piersmorgan I assume was able to take advantage of Trump's already bad but weakened debating skills, with the TFG cocooning himself post 1/6 to conservative media outlets that rarely challenge anything he has to say. GOP not wanting 2024 debates acknowledges that deficiency.",reply,"The only way to save democracy is to vote for Democrats in the fall. That may sound hyperbolic to some – but that’s precisely the problem. Like so many Ukrainians before Feb. 24, most Americans remain in denial about the threat to our country.",retweet,"@RonFilipkowski limited government until a Democrat is in the White House, then they expect POTUS to be Master of the Universe, injecting himself into every aspect of our lives and coming to the rescue somehow, some way, superhero style, no matter the importance, private sector issues or not.",reply,"Katie Hobbs hit a sore spot with #MAGA, with #ArrestKatieHobbs trending, after asking for an ethics review of Mark Brnovich, who concealed a report he launched that debunked 2020 election fraud claims. Mark didn't want to upset Trump's fragile ego &amp; will soon be disbarred #ettd",tweet,0,,,,,,,,,,
JetJacket,"Pennsylvania Lt. Gov. @JohnFetterman on Trump's baseless fraud claims: ""There isn't any fraud, and he knows that...They can send 1,000 lawyers to Pennsylvania if they want. It's not going to change the underlying dynamic, because this race was conducted with absolute integrity""",retweet,"*will be 🙄 We produced actual evidence of voter fraud. 2 cases. Both R’s. After 2 weeks, why can’t they even produce 1 single case of voter fraud? Why doesn’t their lawsuit mention my Luzerne dude trying to have his dead mom vote for Trump? That’s *actually* fraud.",retweet,3 cases of voter fraud in PA. ✅ 3 PA Counties. ✅ 3 Republicans voting for Trump. ✅ 1 Dead Mom. ✅💀👵🏻 1 town named Forty Fort. ✅ You can’t make this up.,retweet,Lol Marco Rubio making fun of Biden’s picks for his team... meanwhile...to name just a few ... Jared Kushner All the Trump Spawn Omarosa Rick Perry Scott Pruitt Michael Flynn Stephen Miller Ben Carson Betsy Devos Brett Kavanaugh Oh and Trump himself.,tweet,"🚨 Breaking: Emmanuel Macron has been re-elected French president with 58% of the vote, projections show, defeating far-right candidate Marine Le Pen. 🇫🇷 👉",retweet,"Georgia, this is it. Today is Election Day and your vote can help elect @ReverendWarnock and Jon @Ossoff to the U.S. Senate. Make your voice heard today and vote—either in person or by dropping off your mail-in ballot at a ballot drop box.",retweet,President-elect Joe Biden's dogs bring return of presidential pets to the White House.,retweet,So that Erie postal worker made a bunch of sh!t up about voter fraud. Giggle. 🤭 That means the only documented voter fraud in PA is *still* my dude in Luzerne County voting for Trump with his dead mom’s ballot. “Audit” seems to be going well. 😆,retweet,"It seems like these tweets help ease people's minds, so let me reiterate: Trump + his enablers have no legal basis for their frivolous, bizarre lawsuits. They are wasting everyone's time. But as long as they keep it up, we'll keep beating them in court. Enjoy your Friday.",retweet,Good morning PENNSYLVANIA! I’m so excited to see you today and SING for you!!!!!!! I believe in 🎶 YOU &amp; I 🎶 !! Let’s talk about what America looks like with a KINDER President. WE NEED EVERY VOTE❤️ I’m with @JoeBiden —Lets go 24 hrs!!!!!! #Biden #AmericaNeedsPennsylvania,retweet,0,,,,,,,,,,
JohnJGeddes,There is a bill in the Senate that would stop Trump's policy of separating immigrant children from their parents at the border. There are currently 43 Democratic co-sponsors and ZERO Republicans. Every single Senator who is not a sponsor needs to confronted about it Let's go,retweet,Donald Trump and Republicans just celebrated voting to let thousands of Americans die so that billionaires get tax breaks. Think about that.,retweet,"Biden, slamming Trump's bogus claims of fraud and GOP lawmakers who backed Texas lawsuit, notes his election win survived Supreme Court challenge: ""Now it's time to turn the page... to unite, to heal.""",retweet,Images of members of Congress who have enabled Trump during this pandemic getting vaccinated before Americans receive covid relief shows just how deformed Washington has become.,retweet,"Wait a minute, wait a minute--did Trump just basically endorse an alleged child molester because he's a conservative and will vote for his tax bill?",retweet,"""If public opinion does not demand change in Congress, it will not change."" - President Obama on...",tweet,"Okay, Republicans. How much longer are you going to let this farcical “presidency” continue? At a time of such political, economic, and geo-strategic turbulence—both nationally and globally—are you waiting for a catastrophe to happen before acting? Disaster looms!",retweet,"All politics aside, the Trump administration reminds me of that Tom Arnould movie, THE STUPIDS. Really, you guys, this is embarrassing.",retweet,Donald Trump has spent years peddling lies about President Obama. And that didn't stop today.,retweet,"I hope our Government will condemn far-right retweets by Donald Trump. They are abhorrent, dangerous and a threat to our society.",retweet,0,,,,,,,,,,
JohnMDouglass1,"Just watched the film 180° South, looked up Doug to only learn of this, sad to hear - a true friend of conservation",reply,"problem is calculating the s-delegates before first votes are cast, gives competing candidate illusion of losing from the start",reply,Is there a tv tax in UK? Heard that was the case which may be a reason there are less ads. As with many other way h little tv and stream,reply,As a Florida Alum that grew up in Maryland this is a big deal. Lacrosse in that part of the country is like college football in the south - congratulations!,reply,"Fozz is retrogaming royalty, keep the posts coming - with everything devolving into politics i love seeing these systems and games here",reply,Why Not? It's a truck and considering the company and I believe production is already based in ATS States it would be a nice addition. With that said I believe the modders may get this done before the holidays,reply,"fantastic response, the automatic dismissal of an opposing view left or right is killing us as a society",reply,"some of the best trails in the country are found in NH, love hiking up there",reply,"While made as a private citizen she has thrown the University and its reputation under the bus. All I know is that a majority of us, private and public sector alike would be let go making these comments while linking them to our place of employment",reply,"Will pray for your daughter and family, while not quite the same we lost our son in the eighth month of pregnancy and our grief was and still is there years later",reply,0,,,,,,,,,,
JonCouture,"Final: Bruins beat the Senators, 3-1. Boston has now won four games in a row.",tweet,"The Bruins will honor David Krejci for reaching 1,000 career games with a pregame ceremony on Monday, Feb. 20 — ahead of Bruins-Senators.",tweet,"Final: Bruins fall to the Senators, 7-5. That was ... something. Boston is 3-1-0 on the season.",tweet,"Plenty of taxing D-zone shifts for Orlov tonight. Just 25% of his faceoffs were set in the offensive zone. And his top matchup on the ice was against McDavid (8:42 5v5 ice time). Still, Boston held a 12-6 edge in scoring chances during Orlov's 17:49 of 5v5 reps.",tweet,"Bergeron on the Miller signing: ""The culture we built here goes against that type of behaviour. We’re a team built with character and character people. What he did is unacceptable and we don’t stand by that. In this locker room, we are all about inclusion, diversity, respect.""",retweet,"""He helps us be who we are."" David Pastrnak is poised to make at least $11 million per year — if not more — with his next contract. And he'll be worth every penny for the Boston Bruins. For :",tweet,"""He helps us be who we are."" David Pastrnak is poised to make at least $11 million per year — if not more — with his next contract. And he'll be worth every penny for the Boston Bruins. For :",retweet,The Lions are now 0-for-6 on fourth down against the Patriots today. That is not a typo.,tweet,"After not meshing together in some extended minutes last season, Taylor Hall and Charlie Coyle have been very effective together this season on the third line. Not a lot of teams can roll out a guy like Hall down on the third line.",tweet,"""From my standpoint, it's a hockey operations decision. We can control what we can control. Hopefully there's some growth and change. If it's the same 14-year-old that would be walking into this locker room, he wouldn't be accepted, wanted, or welcomed in this locker room.""",retweet,0,,,,,,,,,,
JrKrizzy,Senator Dino Melaye of the Peoples Democratic Party(PDP) raises his concerns over alleged inconsistencies in the number of votes and overvoting in Ekiti state #NigeriaDecide2023 #ElectionDay #2023Verdict #CTVTweets,retweet,"""We are Nigerians and must defend our rights': PDP agent Senator Dino Melaye rages at the INEC National Election Results Collation Centre in Abuja. #ElectionResults #NigeriaDecides2023 #CTVTweets",retweet,The woman that APC thugs wounded with bottle came back to vote. This is the Hero of this election. ❤️🇳🇬 #NigeriaElections2023 #ObiWon #SOSREX #PeterObiForPresident2023 Labour party casted,retweet,Donald Trump Says he wants to Pass a Bill that Only Recognizes Genders as Male &amp; Female in the U.S. So men Can’t play Women Sports😳🇺🇸,retweet,Trump supporter gets karma after Talking sh*t to a car full of black teens at a BLM protest,retweet,I don’t understand why curable blindness is a thing. Why don’t governments step in and help? Even if you’re thinking purely from a financial standpoint it’s hard to see how they don’t roi on taxes from people being able to work again.,retweet,VOTING IS NOW OPEN! Help us crown the best fanbase in college football 👑 (Sponsored by #HamptonByHilton),retweet,"He saw that new Teanna Trump, give him a break😭",quote,Bill Russell will be remembered as one of the most impactful athletes in American history -1st Black head coach of any North American pro sports team -Received Presidential Medal of Freedom in 2011 -11x NBA champ (2 as coach) -5x league MVP -2x NCAA champ -Olympic gold medalist,retweet,Electrically charged stones discovered in the Democratic Republic of the Congo.,retweet,0,,,,,,,,,,
Judge2Stanton,"DESANTIS RESPONDS TO TRUMP ATTACKS: ""I roll out of bed, I have people attacking me from all angles [...] In my case, not only did we win re-election, we won with the highest percentage of the vote than any Republican governor candidate in the history of the state of Florida.""",retweet,"President Trump outlines his new education plan, which includes: ➡️ Eliminating federal funding for schools that push critical race theory or left-wing gender ideology. ➡️ Direct elections of principals by the parents. ➡️ Banning men from women's sports.",retweet,"If re-elected, Donald Trump says he will sign an Executive Order on his first day of presidency that orders federal agencies to cease all programs promoting medical procedures for trans Americans, “at any age.”",retweet,"Social media sites banned Trump for promoting the idea that the election was stolen. Not for sending threats to anyone. Not for posting lewd or obscene material. But for expressing a belief he had. We gotta stop lying to ourselves about this ""free speech"" stuff. Lol",retweet,"WATCH: President Trump promises to dismantle the deep state. ""We will use every tool at our disposal to defend election integrity, and we will dismantle the illegal censorship regime and bring back free speech to America.""",retweet,"“We’re going to reverse every single crisis, calamity, and disaster that Joe Biden has created and bring safety, prosperity, and prestige back to America.” - President @realDonaldTrump Watch Our Coverage Of President Trump’s SC Speech here:",retweet,"TRUMP: I want to do the right thing for the American people, and to be honest, secondarily, I want to do the right thing for the world. Don’t forget, we're a very powerful nuclear country, and so are they [Russia]. There's no upside.",retweet,"Not gonna lie…President Trump must REALLY love this country. If I were a 77-year-old, multi-billionaire who spent the last decade being slaughtered and slandered by the media, the last thing on my mind would be to run for presidency and try to save America—again.",retweet,Donald Trump says if he is re-elected he will bring back public executions and air them on live TV. Do you support this?,retweet,"110,236 Americans died from Fentanyl OD’s in 12 months per @FBI says 455 Americans were killed with a rifle in 1 year and not all were AR-15’s. @FBI says 662 were killed with hands, fists or feet during that time period. Democrats only discuss 1 of these. Why?",retweet,0,,,,,,,,,,
KOB4,"Tune in now to hear President Joe Biden discuss today's deadly attacks in Afghanistan. Listen live at 92.3 FM, our app or online.",retweet,"Agree with this article entirely. I have friends in Russia, and they are so apolitical, like most of their citizens. I used to think it was great, considering how toxically immersed in politics we Americans have gotten - but this is the other side of the coin I didn't consider.",quote,"Slight #Ozark Spoiler for Ep 1 of the new season - if you're wondering who the rapper is that Ruth is talking about New York State of Mind by Nas is, it's Killer Mike - who's a member of the duo Run The Jewels - who's song is used in the finale of Season 3 during THAT Helen scene",tweet,"I'm done listening to any Disney slander from Star Wars fans - if you don't like the Sequel Trilogy, that's fine, but after Galaxy's Edge, The Mandalorian, Clone Wars final season, Bad Batch, Book of Boba, and this Obi Wan trailer I couldn't be happier that The Mouse is in charge",tweet,"I hope arrangements can be finalized quickly to keep the Yotes in AZ! First thoughts are Footprint Center, but I'm not sure if it's ready to bring hockey back after renovations. Then Tucson Convention Center - but the Roadrunners and Arizona Wildcats both play there already.",quote,"Spain vs USA in Men's Basketball - Spain is the home country to arguably the 2nd best pro hoops league in the world behind the NBA, and with the exception of Rubio and Pau, most of these guys have been in that league for most their careers. This is going to be a fight. #Tokyo2020",tweet,"@washingtonpost So amazing, the people who cared for him on the field and in the hospital are absolute heroes - they saved a life. The best part of life is realizing that people can be so incredible!",reply,"Just saw the #CaneloPlant press conference, and if that's a preview of fight night, Canelo is going to put Plant down early. Canelo dodged the left Plant threw, and landed a 1-2 counter before Plant even knew what happened.",tweet,"And here's what's wrong with the whole thing. These guys are Hall of Fame talent, but now their fate lies with the Committee and I don't like the odds.",quote,"If Denver doesn't take Fields at 9, there will definitely be smoke to the Aaron Rodgers to Denver fire - and it will also make the Cowboys 10 pick very interesting. Draft Surtain - or entertain trade calls for teams looking to jump in front of New England.",tweet,0,,,,,,,,,,
KSeattleWeather,@FoxNews WaPost... lol... a liberal poll clearly. Include Trump supporters and the number is closer to 50% because 90% of them will never accept Joe Biden as their president no matter what. After Trump poisoned politics so badly they may never view a Democrat legitimately again.,reply,He's a president largely impervious to voting and elections and public sentiment. Very much in the tin-pot mold like they have in Turkey and in Russia and what we would have had here if Trump had managed to maintain power beyond one-term.,tweet,@hodgetwins Well since Trump was president in 2020 when this alleged interference occurred maybe impeachment if he ever wins office again but that seems unlikely as he's yet to garner the most votes in any election and Republicans can't always count on the electoral college bailing them out.,reply,Breaking: Democratic incumbent and crucial 50th vote for federal judges Catherine Cortez Masto has assumed a 5k vote lead in Nevada. In the 20 some years I've been following politics closely I've not seen an election quite like this. Simply miraculous.,tweet,"Iowans don't want or need a government handout. If you had any principles you'd return this communistic, neo-marxist, socialist tax &amp; spend money we can't afford back to the liberal states like Calif. &amp; NY that provide the majority of federal funds to keep flyover country afloat!",reply,Republicans are drastically altering election laws to make voting as difficult and painful a process as possible. All in service of the #BigLie and to placate Donald Trump and his fanatical following who may never come to grips with his decisive loss.,tweet,Major League Baseball disavows failed one term president toxic Trump rejects suggestion they asked him to attend World Series game in a state where he lost to Joe Biden and also helped elect two Democratic Senators.,tweet,@WalshFreedom Has this doofus forgot Benghazi ran 5 years and spanned 2 elections only ending when a Republican was voted in. I'd like to see Trump or one of his puppets testify for 11 hours straight. Even if they appeared they'd necessarily plead the 5th to avoid self-incrimination.,reply,They say elections have consequences but apparently that doesn't apply to GOPers. With three Trumper activist judges residing the Trump State is still deciding things even with a Democratic President and Congress.,reply,Not a single one of Biden's U.S. Attorneys have taken office. The 'Trump state' operates unabridged as Democrats attempt to play patty cake with recalcitrant Republicans. And you wonder why there's been no indictments?,retweet,0,,,,,,,,,,
KTAR923,"Tune in now to hear President Joe Biden discuss today's deadly attacks in Afghanistan. Listen live at 92.3 FM, our app or online.",retweet,"Agree with this article entirely. I have friends in Russia, and they are so apolitical, like most of their citizens. I used to think it was great, considering how toxically immersed in politics we Americans have gotten - but this is the other side of the coin I didn't consider.",quote,"Slight #Ozark Spoiler for Ep 1 of the new season - if you're wondering who the rapper is that Ruth is talking about New York State of Mind by Nas is, it's Killer Mike - who's a member of the duo Run The Jewels - who's song is used in the finale of Season 3 during THAT Helen scene",tweet,"I'm done listening to any Disney slander from Star Wars fans - if you don't like the Sequel Trilogy, that's fine, but after Galaxy's Edge, The Mandalorian, Clone Wars final season, Bad Batch, Book of Boba, and this Obi Wan trailer I couldn't be happier that The Mouse is in charge",tweet,"I hope arrangements can be finalized quickly to keep the Yotes in AZ! First thoughts are Footprint Center, but I'm not sure if it's ready to bring hockey back after renovations. Then Tucson Convention Center - but the Roadrunners and Arizona Wildcats both play there already.",quote,"Spain vs USA in Men's Basketball - Spain is the home country to arguably the 2nd best pro hoops league in the world behind the NBA, and with the exception of Rubio and Pau, most of these guys have been in that league for most their careers. This is going to be a fight. #Tokyo2020",tweet,"@washingtonpost So amazing, the people who cared for him on the field and in the hospital are absolute heroes - they saved a life. The best part of life is realizing that people can be so incredible!",reply,"Just saw the #CaneloPlant press conference, and if that's a preview of fight night, Canelo is going to put Plant down early. Canelo dodged the left Plant threw, and landed a 1-2 counter before Plant even knew what happened.",tweet,"And here's what's wrong with the whole thing. These guys are Hall of Fame talent, but now their fate lies with the Committee and I don't like the odds.",quote,"If Denver doesn't take Fields at 9, there will definitely be smoke to the Aaron Rodgers to Denver fire - and it will also make the Cowboys 10 pick very interesting. Draft Surtain - or entertain trade calls for teams looking to jump in front of New England.",tweet,0,,,,,,,,,,
KTARChuck,"Tune in now to hear President Joe Biden discuss today's deadly attacks in Afghanistan. Listen live at 92.3 FM, our app or online.",retweet,"Agree with this article entirely. I have friends in Russia, and they are so apolitical, like most of their citizens. I used to think it was great, considering how toxically immersed in politics we Americans have gotten - but this is the other side of the coin I didn't consider.",quote,"Slight #Ozark Spoiler for Ep 1 of the new season - if you're wondering who the rapper is that Ruth is talking about New York State of Mind by Nas is, it's Killer Mike - who's a member of the duo Run The Jewels - who's song is used in the finale of Season 3 during THAT Helen scene",tweet,"I'm done listening to any Disney slander from Star Wars fans - if you don't like the Sequel Trilogy, that's fine, but after Galaxy's Edge, The Mandalorian, Clone Wars final season, Bad Batch, Book of Boba, and this Obi Wan trailer I couldn't be happier that The Mouse is in charge",tweet,"I hope arrangements can be finalized quickly to keep the Yotes in AZ! First thoughts are Footprint Center, but I'm not sure if it's ready to bring hockey back after renovations. Then Tucson Convention Center - but the Roadrunners and Arizona Wildcats both play there already.",quote,"Spain vs USA in Men's Basketball - Spain is the home country to arguably the 2nd best pro hoops league in the world behind the NBA, and with the exception of Rubio and Pau, most of these guys have been in that league for most their careers. This is going to be a fight. #Tokyo2020",tweet,"@washingtonpost So amazing, the people who cared for him on the field and in the hospital are absolute heroes - they saved a life. The best part of life is realizing that people can be so incredible!",reply,"Just saw the #CaneloPlant press conference, and if that's a preview of fight night, Canelo is going to put Plant down early. Canelo dodged the left Plant threw, and landed a 1-2 counter before Plant even knew what happened.",tweet,"And here's what's wrong with the whole thing. These guys are Hall of Fame talent, but now their fate lies with the Committee and I don't like the odds.",quote,"If Denver doesn't take Fields at 9, there will definitely be smoke to the Aaron Rodgers to Denver fire - and it will also make the Cowboys 10 pick very interesting. Draft Surtain - or entertain trade calls for teams looking to jump in front of New England.",tweet,0,,,,,,,,,,
K_DeMetz,BREAKING: Senate Democrats just tried to get Senate Republicans to adjourn for a few days and take the time to actually read their tax bill. RT if you agree that reading bills before they’re voted on is the least we can do.,retweet,UPDATE: Republicans rejected our motion to adjourn until Monday so senators could read the bill they just introduced. RT If you think senators should have time to read a bill that affects every single American.,retweet,Many who voted for trump only think about themselves and their everyday survival not the good of all people. Most is willful ignorance- others it’s not knowing anything else in their small lives. I am grateful I got out of that kind of state everyday.,reply,Our reporters are fact checking President Trump’s first address to Congress,retweet,"Trump talking about how Hilary said ""deplorable."" ""One wrong word in politics can end it all!"" .... apparently not ""pussy"" #america #ugh",tweet,"""That's called business."" —Donald Trump on the housing crash. For millions of Americans it was called ""losing their home."" #DebateNight",retweet,Something that has been quietly slipped into the Republican tax plan: a provision that lets oil and gas companies drill in the Arctic National Wildlife Refuge. This is an attack on pristine lands that belong to the American people.,retweet,Trump: Space Force and Air Force will be 'separate but equal' pretty sure the president has been watching too much #TheExpanse ... but not paying attention..,tweet,"If one person loses their insurance because of the Republican health care plan, that's too many. But 24 million? That’s an abomination.",retweet,"Everything Trump's promising now -- women's rights, environmental protection, children's rights -- is being destroyed by his actual policies",retweet,0,,,,,,,,,,
King_Of_Shade,"If we beat Trump and flip the Senate, we can: -End the filibuster. -Make D.C. a state. -Pass public financing. -Restore the Voting Rights Act. -Require presidential tax disclosure. -Make Election Day a federal holiday. Reclaim our democracy. 🇺🇸",retweet,I’m going to ask this question and I want a Bernie supporter who is not going to vote for Joe Biden to answer it: why don’t you guys spend as much time railing against Donald Trump as you do centrist Democrats? I’m dead serious. Why. He’s the most horrible thing ever. Answer.,retweet,"RETWEET if you agree that American media has an absolute journalistic obligation not to repeat or report on COVID-19 disinformation spread by Trump to influence early voting and the election, including and most particularly false claims regarding when a vaccine will be available.",retweet,"Barr said: ""The problem with the testing system was a function of Obama's mishandling of the CDC."" Trump ELIMINATED the virus task force Obama created. Trump CALLED COVID A HOAX and said it would ""disappear like magic in a few days."" Since then, 140,000 Americans have died.",retweet,"DOW drops 2000 points in one week. The stimulus is wearin' off and the #TrumpRecession is in full bloom. Trump's COVID ""strategy"" is killin' Americans and our economy.",retweet,"With this move, Republican senators have stopped merely being enablers when Trump seeks foreign help to win elections. They’ve become accomplices.",retweet,"Insider says Kushner is now in charge of planning last ditch try at disqualifying Biden ballots on election night, urging Republican state legislatures to ""send competing slates of electors,"" and then seeking a Supreme Court ruling in Trump's favor. Barr is said to support this.",retweet,"Joe Biden kicked ass. The country knows we need capable public servants w a plan to use our tax dollars &amp; their power for the people 5 states moved to Dems: PA, MI, WI, AZ, GA 78M people defeated Republicans but we only get the change if we boot Mitch",retweet,"BREAKING: WH official says masks will continue to not be mandatory at the WH, even after Trump tested positive. Saying it’s a “personal choice.” They won’t even try to protect themselves, they definitely can’t protect us. We need new leadership. Vote for Biden-Harris.",retweet,"I complained about the way @nbc erased @ewarren throughout the primary, particularly after she took the national lead in October. Erased! And now folks are pissed that they’re giving Trump his own town hall during Biden’s event. After Trump refused to debate. NBC is just awful.",retweet,0,,,,,,,,,,
KirkPWatson,"Don’t know who needs to hear this, but losing to Obama’s Vice President will do wonders for Trump’s Obama inferiority complex.",retweet,Texas has never been a Republican state; it's been a nonvoting one. About time we changed that. #vote #Primaries2018 #Election2018,quote,The blowing roof off #SD14 Democratic Convention. Sometimes politics is a beautiful thing.,retweet,Trump is now just saying all the names of countries that he's heard of. #Debates2016,retweet,More than 30 progressive groups today called for Senate to reject David Whitley as TX Secretary of State amid bogus state claims of mass illegal voting. Some had never opposed any nomination before. ⁦⁩ explains opposition. #1u #WorkersDefense,retweet,"Walked to City Hall and back to vote in my district’s ACC run-off. Remember, these small off-season races may not be as popular and handsome as Beto, but they matter. You matter. Your vote matters. #ivoted #election #ATX",tweet,"Holy shit. I'm just a progressive, 28-year-old rules nerd that got my start registering voters on campus. And the #TDP20 Youth Caucus just elected me to a 4-year term on the Democratic National Committee.",retweet,"Trump: ""I was in Little Haiti in Florida."" Does he know where the real Haiti is? #Debate #debate2016 #debatenight",retweet,The has endorsed total badass in her bid to go to the Texas Senate. Fantastic decision on their part.,retweet,"With @realDonaldTrump in Austin, likens sham Trump economic plan to his pro wrestling foray. #TxAFL-CIO",retweet,0,,,,,,,,,,
KungFuVampire,"It appears that Jussie Smollett tried to manufacture a hate crime to make Trump supporters look bad and most of the media not only uncritically accepted his lies as facts for weeks, but attacked those who questioned the validity of his false story.",retweet,"@POTUS Economy has got worse. Higher utilities, gas, groceries, inflation.",reply,@thehill I thought she left the country when trump was here?,reply,Our justice system has failed so many adults in recent years such as &amp; . We cannot now allow this flawed system to fail an innocent 17- year old boy who is a political prisoner. We need a public outcry and support for Kyle.,retweet,@FoxNews This is different than when Trump did it?,reply,I find it so amusing that a person can have exactly what theyre looking for right in front of their face yet still continue to search for it,retweet,COME ON STIMULUS I GOT THE BODYWASH UPSIDE DOWN WIT A LIL WATER IN IT🤣🤣🤣,retweet,Help &amp; stop #rhino poaching in Kenya with network of next generation cameras. Vote now:,retweet,The best part of a presidential election is the reasonably priced gas that always mysteriously shows up right before.,retweet,"For 30 years The Insane Clown Posse has constantly spoken up against the social injustice and pure evil that spreads across the globe. Check out our brand new ""FUCK YOUR REBEL FLAG"" Spotify Playlist and prepare to be WOKE!",retweet,0,,,,,,,,,,
