mutual,tweet1,type1,tweet2,type2,tweet3,type3,tweet4,type4,tweet5,type5,tweet6,type6,tweet7,type7,tweet8,type8,tweet9,type9,tweet10,type10,rated,p1,c1,p2,c2,p3,c3,p4,c4,p5,c5
daniel_dement9,"Pog for my America welcome to the future of politics! Democrats did it now republicans did it, only a matter of time till its back and forth permanently",reply,I wish that celebrity &amp; influences could be openly republican without backlash but unfortunately it’s only democrats that are allowed to be since social media has told us 100s of times a day left = good right = bad,reply,Yeah us republicans want the population to be uneducated so they can riot and loot whenever we tell them to even if some critical thinking would make them think twice....oh wait that’s democrats,reply,You realize Obama put more kids in immigration camps then trump right?,reply,Democratic Socialists of America National Convention 2019,retweet,Nick Cannon is receiving A LOT of support for calling white people soulless subhuman savages. Anti-white racism is not only acceptable but celebrated. It is the only form of mainstream racism and anyone who pretends to fight racism but ignores this is a cowardly fraud.,retweet,I mean I condemn it and I’m a republican/ trump supporter,reply,@AOC Ayyy respect man you got the fake news right here &amp; spreading it! I’m sure cnn would be so proud of you as an anti racist gender fluid socialist progressive,reply,Damn but when it’s a republican it’s #believeallwomen ? Y’all true colors are showing on your reaction to this and it’s pretty disgusting but nothing unexpected nowadays in politics the double standard is real,reply,Damn but when it’s a republican it’s #believeallwomen ? Y’all true colors are showing on your reaction to this and it’s pretty disgusting but nothing unexpected nowadays in politics the double standard is real,reply,0,,,,,,,,,,
davenewworld_2,In 1938 democrats controlled 80%(!) of the house of representatives &amp; the senate. When Americans got a little taste of social democracy they elected the same dude 4 times! We act like politics will always be roughly 50/50 but that's only if you don't materially improve lives,retweet,"Republicans have never not been hypocrites. The same ilk groaning about stimulus for the people, crying ""Socialism!"" are over the moon for corporate ""bailouts"".",reply,"Do not let @BernieSanders drop out. We need him to fight for every damn vote. If we want to defeat Trump and enact policies of reform, we must go to a contested convention. We didn't get involved in the political process to let the establishment steal our votes.",retweet,"Today, I filed a lawsuit against Donald Trump for engaging in years of financial fraud to enrich himself, his family, and the Trump Organization. There aren't two sets of laws for people in this nation: former presidents must be held to the same standards as everyday Americans.",retweet,"In the past, Republicans used budget reconciliation to pass massive tax breaks for the rich and large corporations with a simple majority vote. As the incoming Chairman of the Budget Committee, I will fight to use the same process to boldly address the needs of working families.",retweet,"Republicans are busy plotting and organizing their next assault, Democrats are coming up with all of the reasons why they can't do anything.",retweet,"In order to codify Roe in to law, we must elect two more senators and abolish the filibuster. We’re an account completely dedicated to just that. Do us a favor: RT this and follow us here if you’re 100% committed to EXPANDING the Senate majority in 2022!",retweet,"We have a chance to actually elect someone who will tenaciously fight for us. Someone who wouldn't even consider putting Wall Street executives in his Cabinet. Someone who has spent decades fighting for what's right, even if it wasn't politically popular. #NotMeUs",retweet,Rant about how the Democrats are leaning extremely middle-right and how genuine lefties are a dying breed in politics.,reply,This ignores 50 years of Democratic thumb twiddling on Roe v Wade. This is not the failure of voters. This is the failure of Democratic leadership and their inaction. The people you are voting for do not represent your interests. This is a problem nobody wants to acknowledge.,reply,0,,,,,,,,,,
dayglowraven,Nore: So you was under a conservative. What was voting for trump like? Britney: it was a conservatorship Nore: *smokes* mmmm so y’all went on a cruise. That’s hard.,retweet,Me waiting for Joe Biden to turn America into a communist utopia like the Republicans promised,retweet,The privatization of the USPS is still going on under Biden. Where is the outrage? Or do we only care about these things when a Republican is in office? Jesus Christ.,retweet,"Nancy Pelosi’s husband just bought $5 million dollars in Nvidia stocks while she is pushing congress to vote for a bill that’ll give $53 Billion dollars in subsidies to semiconductor companies, where Nvidia will get the largest share of that money.",retweet,there is not one member of the american government that is seeing heaven,retweet,Some of you said that voting for Democrats would prevent this or some shit,retweet,Black people are not the native Israelites. God did not take us away and put us in slavery as punishment. Black people are just so ashamed of and hurt by our subjugation and general low position in the social hierarchy that we’ve made up these fairy tales as a coping mechanism.,retweet,"proudly voted for governor phil murphy today to ensure protected reproductive rights. importantly as well, to support vaccine mandates, raised minimum wage, and clean energy acts. (my polling place didn’t have any stickers, only styluses for the voting machine 🥲)",retweet,we really told the government we needed covid tests for free and all they heard was “four free”,retweet,It is wild how people can be anti vax right now when the Covid vaccine has led us to trials for a HIV vaccine,retweet,0,,,,,,,,,,
dazo64,"After all of those years of Republicans claiming that if we elected Obama, he would declare martial law, what do they have to say now that Donald Trump actually did declare martial law? I said it once and I’ll say it again. This is how Hitler happened. #MARTIALLAW",retweet,"Republicans who stole Supreme Court seat &amp; confirmed another justice 8 days before election when 65 million had already voted, then tried for 2 months to overturn a free &amp; election that culminated in violent coup, don't get to lecture Dems about unity, healing or democratic norms",retweet,@POTUS TN's governor Bill Lee is trying to have us put to death for not being exactly like him. He is refusing federal help over and over to make a show of supporting Trump. Someone must stand up and stop him before they put chains on us and its too late. I'm losing hope.,reply,#PresidentialDebate #Debate2020 Trump said Biden called African Americans super predators..wtf that was Clinton. Did anyone else catch that?,tweet,I love Finneas. And a lot of us are voting for Biden because not voting is a vote for Trump 🤷🏽‍♀️,tweet,The only controversy about Biden saying 10-15% of Americans are bad people is he’s way too low in his estimate. The Trump base is at least 35%. Fuck every single one of them.,retweet,"If Senate Republicans fail to convict Donald Trump, it won't be because the facts were with him or his lawyers mounted a competent defense. It will be because the jury includes his co-conspirators.",retweet,Trump told white supremacists to “stand by” tonight. Please please please please please get yourself to the polls and cast your vote. Don’t let Trump steal this election by discounting mail in ballots. Be there. Vote. It could be your last chance,retweet,The Senate shouldn't vote until the American people do.,retweet,"President Trump’s decision to leave the during a global pandemic alienates our allies, undermines our global leadership, and threatens the health of the American people. Trump needs to reverse this reckless decision immediately.",retweet,0,,,,,,,,,,
dhodgs,"@ProjectLincoln I wonder if the #MAGA crowd understand that they can eliminate Trump's biggest competition in 2024 by voting for , or leaving the governor question blank, and not Ron DeSantis? Ron takes the L and his POTUS ambitions go poof.",reply,"I'm imagining Trump after a GOP '24 primary if the Republican electorate decide Trump is an albatross on the party &amp; they go in a different direction. I assume Trump would then become a GOP arsonist in the general, seeking revenge against any and all who thwarted him, see GA '20",reply,most Republicans I would argue do not vote in their financial interests... as Trump once acknowledged.,reply,Trump's fat-wahhh against anyone in Congress who voted to impeach him.,reply,"@MollyJongFast McCain on the right in 2008, Trump on the right in 2021 vs Obama on the left in 2008 and Biden on the left in 2021. The meme in that reality could only be the viewed when aided by psychedelics.",reply,"@chrislhayes has emphasized that point, so it would be wise to always refer to Trump during broadcasts as ""2020 election loser Donald Trump"" or ""two time popular vote loser Donald Trump"". Loser followed by TFG's name is effective and accurate branding.",reply,"@piersmorgan I assume was able to take advantage of Trump's already bad but weakened debating skills, with the TFG cocooning himself post 1/6 to conservative media outlets that rarely challenge anything he has to say. GOP not wanting 2024 debates acknowledges that deficiency.",reply,"The only way to save democracy is to vote for Democrats in the fall. That may sound hyperbolic to some – but that’s precisely the problem. Like so many Ukrainians before Feb. 24, most Americans remain in denial about the threat to our country.",retweet,"@RonFilipkowski limited government until a Democrat is in the White House, then they expect POTUS to be Master of the Universe, injecting himself into every aspect of our lives and coming to the rescue somehow, some way, superhero style, no matter the importance, private sector issues or not.",reply,"Katie Hobbs hit a sore spot with #MAGA, with #ArrestKatieHobbs trending, after asking for an ethics review of Mark Brnovich, who concealed a report he launched that debunked 2020 election fraud claims. Mark didn't want to upset Trump's fragile ego &amp; will soon be disbarred #ettd",tweet,0,,,,,,,,,,
didd00kshowup,Check out what I just added to my closet on Poshmark: Ivanka Trump cold shoulder navy blue floral top L. via #shopmycloset,tweet,Check out what I just added to my closet on Poshmark: 🎉HP🎉Donald Trump purple pinstripe button down. via #shopmycloset,tweet,Check out what I just added to my closet on Poshmark: Ivanka Trump black white sleeveless dress medium. via #shopmycloset,tweet,LF: We're headed in the right direction. There is a lot of positive buzz around the state about the Tar Heels.,retweet,"UNC is projected for the Belk Bowl against Houston, which is in Charlotte. So don't mind if we do....",retweet,All I want to do tonight is stay in and eat pickle flavored chips and pizza... Is that socially acceptable?,tweet,"""Paige is one of the best players not only in the ACC but in the whole country"" #uncsolutions #marcuspaige",retweet,Check out what I just added to my closet on Poshmark: Donald Trump signature purple pinstripe buttondown. via #shopmycloset,tweet,"Today, UNC won, and State and D00k both lost. All is right in the world.",tweet,#NewSATQuestions What's wrong with the white girl? A) She can't even B) She is literally dying C) She is so done D) All of the above,retweet,0,,,,,,,,,,
dirtymahoney,"you actually expected progress in a southern, conservative state? voters from your state elected Jeb Bush into office...twice!",reply,"fun fact: if you care about who appears on #SNL, you're officially old - have fun voting in a midterm election or getting a prostate exam or whatever else old people do...",tweet,"Democrats: ""Lets talk about the issues"" Republicans: ""Lets talk about who loves America more""",tweet,In Trump's World: Obama: Kenyan LeBron James: dumb Don Lemon: dumb Maxine Waters: low IQ black countries: shitholes black athletes: SOBs Black tenants: unwelcome Black workers: lazy Central Park 5: guilty Mexicans: rapists Muslims: terrorists Indians: fake Nazis: very fine people,retweet,Trump hasn't even been elected for a full day and he's already fucking up our chocolate bars!,quote,"Lincoln: “4 score and 7 seven years ago…"" JFK: “Ask not what your country can do for you…” Trump: “Actually the Nazis had a permit…""",retweet,listen up conservatives: Obama is choosing the next supreme court justice - man up and accept that as a fact of life...,tweet,"I hope the peeps in Syria enjoy my tax money (I know the bros in Afghanistan, Iraq, Egypt, and Libya sure did)",tweet,"I hate Jemele Hill and Trump equally - both say outlandish BS for attention, both are insufferable trash that society would be better without...",tweet,"I know hindsight is 20/20, but maybe the GOP running a pedophile for U.S. senate wasn’t a very good idea after all...",tweet,0,,,,,,,,,,
discworld_girl,"So far you've had to backpedal on ""no trans people murdered in the UK in 2022"", pretend that every conservative against women voting doesn't really count, and shown you weren't aware that anti-suffrage groups were led by women. Just take the L and go.",reply,"If there is any election takeaway, it's that being anti-trans is not the path to victory for the GOP. Focusing on forcible misgendering in schools, taking away healthcare, banning bathrooms does not lead to victory, especially in local races. GOP: Choose hate at your own peril.",retweet,"Greg Ellis is a Trump-supporting anti feminist who distributed revenge porn of his wife, had a restraining order for domestic violence, and is now banned from seeing his children. He voiced 12 characters in Hogwarts Legacy.",retweet,"You can register to vote on Election Day in the following states: CA, CO, CT, HI, IA, ID, IL, MD, ME, MI, MN, MT, NH, NM, NV, UT, VA, VT, WA, WI, WY + Washington, D.C. (and ND does not require voter reg)",retweet,Human Rights Watch and InterAct both come out against anti-trans bills for harming intersex youth. ALL anti-trans medical care bills passed by Republicans include provisions that allow for noncensunsual gender confirming surgery on intersex infants.,retweet,"In Kansas, they tried to pass a bill to curtail transgender rights. It was vetoed by their democratic governor. They attempted to override the veto, and fell short by one vote. One local house race made the difference for thousands of trans people. Go vote y’all.",retweet,I don't care about national politics and whether you want to participate in them or not - our national political system is broken and gridlocked anyway. But bills like this are why you HAVE to turn out and vote in your local elections folks. Please vote.,retweet,"I know that voting is a touchy subject - it is not NEARLY enough in today's society. But right now all over the country, your vote can make an impact on local laws. School boards and state reps are where the fight for trans rights will happen. Don't let them win.",retweet,"Your reminder that multi-hour voter lines is voter suppression, many of these people have jobs that they can't take off 2 hours for, election day is still not a federal holiday, laws don't exist to mandate employers let people vote, and this is profoundly wrong.",retweet,"If you are in Ohio, CALL YOUR STATE SENATOR NOW! Tell them to vote NO on HB151, which will ban all trans youth from sports in Ohio if it passes!",retweet,0,,,,,,,,,,
donkoclock,"Ugh! Fascist , election denier &amp;Trump ass kisser @RepJimBanks is rising in power. Does he say he should use his power to help Hoosiers? No.Because this weasel doesn’t care a rats ass about Hoosiers. He talks about blocking Biden. Not helping us. Indiana GOP is full of assholes",tweet,"@laurenboebert The policies @POTUS and Democrats put forth, that you and Republicans VOTED NO on everything to help the American people? @LeaderMcConnell instructed all of you to do, to block progress? Those policies? 🛑🤥🙄",retweet,"This is US Marine Trevor Reed, who Biden got released from Russia. His release was delayed by Republicans like Marjorie Taylor Greene. He said Trump failed to fight for his release &amp; Russians are “big fans” of MAGA. Remember this as you see GOP outrage over Brittney Griner.",retweet,"Republicans voted to raise the debt ceiling for Trump — not once, not twice, but 3 times. But now there's a Democrat in the White House, they don't want to raise it again. It’s a con to create economic chaos, and we shouldn’t fall for it.",retweet,"They lose elections, keep churning up conspiracy theories, lose more elections, spew even more bizarre nonsense inside their bubble, keep losing elections, double down on Trump, continue losing elections, get even crazier, watch Biden’s approval ratings go up, and go bonkers🤣",retweet,"Senator, how can a state that would be in favor of this great bill vote in such large numbers for a candidate like Lake ( or Trump). Does an element of charisma outweigh logic? The GOP platform would send these children to another country, not help them get an education. I",reply,"WOW: in just two years, President Biden &amp; Democrats have confirmed more federal judges than Trump &amp; Obama combined based on new reporting. Even better: those judges are more racially &amp; professionally diverse. A huge win for our rule of law &amp; democracy. Thank you, President Biden.",retweet,"Biden visiting Ukraine makes him the first president to visit an active war zone in territory not controlled by the U.S. military. As president, Trump wouldn’t visit the graves of fallen American WWI soldiers because of some light drizzling.",retweet,Our elected officials work for all of their citizens &amp; should tell us if they stand with Trump or with the rule of law on this issue. I'd like to hear from mine: @SenShelby We should hear from them publicly on such a critical issue.,retweet,"BREAKING: the Senate just voted to avert a rail strike that would've started on December 9th, which is undoubtedly a big victory for Democrats and President Biden. But I don't want anyone to forget that 43 Senators just denied rail workers 7 days of paid sick leave.",retweet,0,,,,,,,,,,
donwinslow,Obama didn’t spy on Trump Russia was not a hoax Trump didn’t win the 2020 election Rittenhouse is a murderer Biden isn’t the reason gas prices or inflation are high Trump tried to extort Ukraine and overthrow the U.S. government and Republicans assisted him both times,retweet,"If Trump had succeeded last year, his vice president would have refused to count election results while his supporters physically overpowered Congress from doing anything. But yeah, it’s Biden who wants a “one-party state.”",retweet,Mike Pence is not a hero. Mike Pence tried to do everything possible to prevent Joe Biden's lawful election. Mike Pence called former VP Dan Quayle to ask HOW to do what Trump wanted. Quayle told him all he could was follow the law. And that's what he did. Not a hero.,retweet,"@CNN right now entire segment about Difficulty of Democrats to hold the Senate , not one word about the Republicans ability to win the Senate . While we watched the 1/6 Attack and the majority of GOP supporting the Big Lie . Yo @CNN sound like a #Fox propaganda hit .@MSNBC",retweet,Ginni Thomas in 2018 complaining about liberals forming a “Resistance” against Trump: “Are we losing the civility of legitimate elections - a duly elected president being able to govern?”,retweet,The Dominion Voting System $1.6 billion lawsuit isa revealing that Fox News hosts KNEW Trump's election claims were false yet they kept lying on air. This lawsuit needs to bankrupt Fox News and eradicate them permanently. Just like Alex Jones being bankrupted for his vile lies.,retweet,"“Instead of bowing to election-year pressures or the anti-immigrant tactics of the right, Democrats must support President Biden’s commitment to end Title 42 restrictions immediately and without delay.” My Op-Ed on Title 42 this morning in",retweet,"I don’t believe pundits and media, in general, mention enough how 147 GOP members of Congress voted against certifying the 2020 election for President Biden. Perhaps more focus should be placed upon it.",retweet,Mitch McConnell does not want you to retweet the new ad from Democrat Mike Franken who is running against Chuck Grassley for US Senate. If they lose in Iowa they are in a world of hurt and Mitch will never be in charge of the Senate again.,retweet,"News: A GOP county official in Georgia, who served as a fake elector, escorted 2 operatives working wi/ Trump lawyer Sidney Powell into the county's election offices on same day voting system there was breached, per newly obtained video. Story w/",retweet,0,,,,,,,,,,
ed_et_loulou,"The GOP blamed Obama when 4 Americans died in Benghazi They were outraged about a death toll of 4. The pandemic death toll? 108,000. The GOP response? Endless praise for Trump. Craven assholes. #NoJusticeNoPeace Weather Underground Glenn Beck ATTACK AND DETHRONE GOD Lady G",retweet,"@thebradfordfile @realDonaldTrump if it was voting fraud, as claimed, why didn't democrats win more local and state seats? republicans still won most of those. so that claim isn't even logical.",reply,"I'm a moderate, [slightly leaning liberal], but not a Democrat. I don't personally think trump is the cause of racism; that's part of many individuals culture, and has been so for a very long time, even if the individual doesn't realize it",reply,"yesterday Congress Republicans issued a war against women. Is there a way to know who asked to overturn wade vs rowe, for ease in voting them out next term?",reply,@thebradfordfile @realDonaldTrump why would Biden need to cheat? I can't imagine it being possible for more than 15-20% of the US population to vote for trump. We've already seen him fail at everything for four years.,reply,"it's frustrating because I, too, would rather vote green. I don't like the idea that my vote is more necessary to take away from opposition, than it is to empower a party that I'm more aligned with. I don't like biden, but I have more dislike for trump",tweet,"yea, well, you were a kid when all this occurred. perhaps if people your age started getting into some understanding of politics and voted in every election instead of just presidential ones, you might one day make it better. until then, that zone is a piece of shit.",reply,"people are shamed socially when they talk about voting for a third party, yet the shamers themselves probably can't define what their party definitions are. wouldn't be at all surprised if more than half of them supported a party that had nothing to do with them",reply,"@realDonaldTrump if people regularly voted every single time they had a local or state election, their votes would have greater impact, instead of only voting during presidential elections. but if the mainline media outlets like the local news (which people with netflix don't watch anyway..)",reply,"in the 2016 election I voted green (and usually do so in local, too) mostly to give a bit more push towards the green party, even though I know they aren't likely to win. I've been yelled at about how a vote for neither main party is a vote for the one that ends up winning",reply,0,,,,,,,,,,
edwardmsills,"Don’t know who needs to hear this, but losing to Obama’s Vice President will do wonders for Trump’s Obama inferiority complex.",retweet,Texas has never been a Republican state; it's been a nonvoting one. About time we changed that. #vote #Primaries2018 #Election2018,quote,The blowing roof off #SD14 Democratic Convention. Sometimes politics is a beautiful thing.,retweet,Trump is now just saying all the names of countries that he's heard of. #Debates2016,retweet,More than 30 progressive groups today called for Senate to reject David Whitley as TX Secretary of State amid bogus state claims of mass illegal voting. Some had never opposed any nomination before. ⁦⁩ explains opposition. #1u #WorkersDefense,retweet,"Walked to City Hall and back to vote in my district’s ACC run-off. Remember, these small off-season races may not be as popular and handsome as Beto, but they matter. You matter. Your vote matters. #ivoted #election #ATX",tweet,"Holy shit. I'm just a progressive, 28-year-old rules nerd that got my start registering voters on campus. And the #TDP20 Youth Caucus just elected me to a 4-year term on the Democratic National Committee.",retweet,"Trump: ""I was in Little Haiti in Florida."" Does he know where the real Haiti is? #Debate #debate2016 #debatenight",retweet,The has endorsed total badass in her bid to go to the Texas Senate. Fantastic decision on their part.,retweet,"With @realDonaldTrump in Austin, likens sham Trump economic plan to his pro wrestling foray. #TxAFL-CIO",retweet,0,,,,,,,,,,
emilie_korm,Unusual Whales just released a report on which Politicians received political donations from FTX They found 97 Democrats received $900K while 9 Republicans received $145K in donations FTX debtors are now asking these Politicians to return this money by the end of the month,retweet,"Largest fraud in history. Fastest collapse in history. Largest political bribe scandal in (American) history. “SBF please come speak to the principal” - the US government, co-tweeting This country is broken.",retweet,BREAKING: ​Trump stole the images of his trading cards from stock photos. People have found watermarks on the NFTs they forgot to remove.,retweet,"Japan’s ruling political party approved a proposal to exempt companies from paying levies for paper gains on crypto coins that they hold after issuing them. Currently, profit from crypto holdings is subject to corporate tax of about 30% in Japan.",retweet,Senator Brown now speaking - giving a lambasting to crypto and saying its risks to national security and illicit finance. Utter nonsense when most crime is still in the USD. Senator Brown's push to ban crypto is the reason we have opaque offshore systems.,retweet,Senator Stabenow’s opening statement on the FTX bankruptcy notes that this could have been a theft/fraud (one of the first government individuals to do so) and suggest Bitcoin and Ether are not securities. What a great thing to have on the record this morning!,retweet,"given the nature of his alleged crimes, is far past the point of pleasant Twitter invitations to appear in front of Congress that he has not been SUBPOENAED and ORDERED to appear in front of Congress (or taken in by authorities) is beyond my comprehension at this point",retweet,BREAKING❗️- FTX founder SBF to testify in front of US Senate in December - Bloomberg,retweet,"SBF said in an interview: FTXUS users is expected to get 100% money back, FTX users will get 1/4 8 minutes after signing the bankruptcy, there was a supplement of $4b in liquidity Secretly donates to the Republican Party and is expected to be one of the largest donors",retweet,"Larry Kramer, one of SBF's disclosed sureties, is a close family friend of Barbara Fried, Sam's mother and founder of 'Mind The Gap' democratic Super PAC. Kramer is the president of the Hewlett Foundation, a left-leaning foundation that believes in ""Effective Philanthropy.""",retweet,0,,,,,,,,,,
emilyctamkin,"Donald Trump knows he’s losing, and is looking for any excuse to falsely claim election fraud. The best way to make it impossible for Trump to play these dangerous games is to help Joe Biden win in a landslide. VOTE. Make sure your friends and family vote.",retweet,The moral consequence of electing Trump as President is something that we as Americans are going to have to reckon with for a long time.,retweet,Trump's constant comparison of his handling of COVID-19 to Obama's handling of H1N1 in 2009 is baffling to me. Every voting age adult alive today remembers 2009. They know it was nowhere near as bad. Is anyone fooled by this?,tweet,"I just need to note now that the #AlabamaSenateElection has been called, if a major US Mayor, a Democrat, like of San Francisco had died as he did today, President GWBush would have issued a statement expressing condolences. Trump did not offer such today.",retweet,Democrats cheering ex-Republican billionaire Michael Bloomberg as he mocks Trump as a bad entrepreneur. It's that kind of year,retweet,"In other countries, Trump's threats against Clinton would be early warning indicators of political instability or electoral violence.",retweet,"The party of Lincoln once stood on granite-solid ground — promoting free minds, free markets and free people — but no longer. The GOP is now a party of misinformation and false grievances, of protectionism and nativism, of election subversion and anti-democratic sentiment.",retweet,"Okay, repeat after me: ""I prefer some of the Democratic candidates to others, but every single one of them is a thousand times better than Donald Trump, &amp; whichever Democratic candidate becomes the nominee, I will bust my butt to help that candidate get elected."" Thanks.",retweet,"One of many ironies here is that this speech is a million miles away from Trump's dark ""American Carnage"" speech four years ago. And yet there is ACTUAL American carnage right now. Nearly half a million dead. The Capitol ransacked. Yet this speech could not be more different.",retweet,"WASHINGTON (AP) — Democrat Mikulski is 34th senator to support #Iran nuke deal, ensuring landmark Obama victory",retweet,0,,,,,,,,,,
faineg,"Donald Trump knows he’s losing, and is looking for any excuse to falsely claim election fraud. The best way to make it impossible for Trump to play these dangerous games is to help Joe Biden win in a landslide. VOTE. Make sure your friends and family vote.",retweet,The moral consequence of electing Trump as President is something that we as Americans are going to have to reckon with for a long time.,retweet,Trump's constant comparison of his handling of COVID-19 to Obama's handling of H1N1 in 2009 is baffling to me. Every voting age adult alive today remembers 2009. They know it was nowhere near as bad. Is anyone fooled by this?,tweet,"I just need to note now that the #AlabamaSenateElection has been called, if a major US Mayor, a Democrat, like of San Francisco had died as he did today, President GWBush would have issued a statement expressing condolences. Trump did not offer such today.",retweet,Democrats cheering ex-Republican billionaire Michael Bloomberg as he mocks Trump as a bad entrepreneur. It's that kind of year,retweet,"In other countries, Trump's threats against Clinton would be early warning indicators of political instability or electoral violence.",retweet,"The party of Lincoln once stood on granite-solid ground — promoting free minds, free markets and free people — but no longer. The GOP is now a party of misinformation and false grievances, of protectionism and nativism, of election subversion and anti-democratic sentiment.",retweet,"Okay, repeat after me: ""I prefer some of the Democratic candidates to others, but every single one of them is a thousand times better than Donald Trump, &amp; whichever Democratic candidate becomes the nominee, I will bust my butt to help that candidate get elected."" Thanks.",retweet,"One of many ironies here is that this speech is a million miles away from Trump's dark ""American Carnage"" speech four years ago. And yet there is ACTUAL American carnage right now. Nearly half a million dead. The Capitol ransacked. Yet this speech could not be more different.",retweet,"WASHINGTON (AP) — Democrat Mikulski is 34th senator to support #Iran nuke deal, ensuring landmark Obama victory",retweet,0,,,,,,,,,,
funder,"If we beat Trump and flip the Senate, we can: -End the filibuster. -Make D.C. a state. -Pass public financing. -Restore the Voting Rights Act. -Require presidential tax disclosure. -Make Election Day a federal holiday. Reclaim our democracy. 🇺🇸",retweet,I’m going to ask this question and I want a Bernie supporter who is not going to vote for Joe Biden to answer it: why don’t you guys spend as much time railing against Donald Trump as you do centrist Democrats? I’m dead serious. Why. He’s the most horrible thing ever. Answer.,retweet,"RETWEET if you agree that American media has an absolute journalistic obligation not to repeat or report on COVID-19 disinformation spread by Trump to influence early voting and the election, including and most particularly false claims regarding when a vaccine will be available.",retweet,"Barr said: ""The problem with the testing system was a function of Obama's mishandling of the CDC."" Trump ELIMINATED the virus task force Obama created. Trump CALLED COVID A HOAX and said it would ""disappear like magic in a few days."" Since then, 140,000 Americans have died.",retweet,"DOW drops 2000 points in one week. The stimulus is wearin' off and the #TrumpRecession is in full bloom. Trump's COVID ""strategy"" is killin' Americans and our economy.",retweet,"With this move, Republican senators have stopped merely being enablers when Trump seeks foreign help to win elections. They’ve become accomplices.",retweet,"Insider says Kushner is now in charge of planning last ditch try at disqualifying Biden ballots on election night, urging Republican state legislatures to ""send competing slates of electors,"" and then seeking a Supreme Court ruling in Trump's favor. Barr is said to support this.",retweet,"Joe Biden kicked ass. The country knows we need capable public servants w a plan to use our tax dollars &amp; their power for the people 5 states moved to Dems: PA, MI, WI, AZ, GA 78M people defeated Republicans but we only get the change if we boot Mitch",retweet,"BREAKING: WH official says masks will continue to not be mandatory at the WH, even after Trump tested positive. Saying it’s a “personal choice.” They won’t even try to protect themselves, they definitely can’t protect us. We need new leadership. Vote for Biden-Harris.",retweet,"I complained about the way @nbc erased @ewarren throughout the primary, particularly after she took the national lead in October. Erased! And now folks are pissed that they’re giving Trump his own town hall during Biden’s event. After Trump refused to debate. NBC is just awful.",retweet,0,,,,,,,,,,
giabenn,"It appears that Jussie Smollett tried to manufacture a hate crime to make Trump supporters look bad and most of the media not only uncritically accepted his lies as facts for weeks, but attacked those who questioned the validity of his false story.",retweet,"@POTUS Economy has got worse. Higher utilities, gas, groceries, inflation.",reply,@thehill I thought she left the country when trump was here?,reply,Our justice system has failed so many adults in recent years such as &amp; . We cannot now allow this flawed system to fail an innocent 17- year old boy who is a political prisoner. We need a public outcry and support for Kyle.,retweet,@FoxNews This is different than when Trump did it?,reply,I find it so amusing that a person can have exactly what theyre looking for right in front of their face yet still continue to search for it,retweet,COME ON STIMULUS I GOT THE BODYWASH UPSIDE DOWN WIT A LIL WATER IN IT🤣🤣🤣,retweet,Help &amp; stop #rhino poaching in Kenya with network of next generation cameras. Vote now:,retweet,The best part of a presidential election is the reasonably priced gas that always mysteriously shows up right before.,retweet,"For 30 years The Insane Clown Posse has constantly spoken up against the social injustice and pure evil that spreads across the globe. Check out our brand new ""FUCK YOUR REBEL FLAG"" Spotify Playlist and prepare to be WOKE!",retweet,0,,,,,,,,,,
giajuliette,"I live in Texas, wear Boots, drive a pick up, shoot guns and hate Nancy Pelosi. Trump would be proud",tweet,The people who don’t want the country to open are the same people who drank bleach after trump told them to,tweet,"President Trump will host the event at the El Paso County Coliseum, according to the campaign. It will be his seventh rally in Texas and his first in El Paso.",retweet,"All rifles combined kill 360 people in the U.S. per year Illegal aliens kill 445-600 Americans per year: Does this mean you’ll be calling for illegals to be deported? Also, senior law enforcement laughed at the 445-600 number, they said it was 1,000+",retweet,In some states leaders support abortion until the last minute of pregnancy — even after a child is born. Not in Texas. I formally signed the Born Alive Act to make it illegal to kill a child who survives an abortion. It also ensures the baby receives needed medical care.,retweet,BREAKING NEWS: TRUMP SPOTTED MOVING TO AUSTIN,retweet,Her: “My liberal parents are coming over for dinner. Please don’t be political” Me after my 2nd Scotch...,retweet,"I don’t care how conservative I am, never and I mean NEVER is it ok to talk shit about #coachpop. #gospursgo",quote,President @realDonaldTrump won the First Democratic Presidential Debate! #SoMuchWinning #KAG #MAGA #DemDebate,retweet,For everyone already using death to push your agenda. It’s not @realDonaldTrump fault... It’s not the fault... It’s not the guns fault... It’s not the Dems/Republicans fault... It’s the coward that pulled the trigger fault....PERIOD! #elpasotx #walmartshooting,retweet,0,,,,,,,,,,
